Name,MiddleName,Suffix,Type,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingStateCode,BillingCountryCode,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingStateCode,ShippingCountryCode,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,Phone,Fax,AccountNumber,Website,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,NameLocal,Jigsaw,AccountSource,SicDesc,ACRNM__c,Abbreviation__c,Topics__c,Active__c,AI_Validation_Status__c,qualtrics__NPS_Date__c,Institution_Sub_type_OLD__c,Institution_Type_OLD__c,Public_Private_Sector_OLD__c,email__c,CloudingoAgent__BAR__c,CloudingoAgent__BAS__c,CloudingoAgent__BAV__c,CloudingoAgent__BRDI__c,CloudingoAgent__BTZ__c,CloudingoAgent__SAR__c,CloudingoAgent__SAS__c,CloudingoAgent__SAV__c,CloudingoAgent__SRDI__c,CloudingoAgent__STZ__c,scanbizcards__ScanBizCards__c,Relationship_with_the_bank__c,Beneficiary_type__c,InstitutionSector_LAB_OLD__c,InstitutionSubType_LAB_OLD__c,InstitutionType_LAB_OLD__c,AI_Area__c,AI_Sub_Area__c,AI_Technology__c,qualtrics__Net_Promoter_Score__c,ORP_Confidential_Account__c,Other_Phone_Extension__c,Phone_Extension__c,Relationship_Type__c,Facebook__c,Linkedin__c,ORP_Business_Partner_Number__c,Other_Phone__c,Skype__c,Twitter__c,Used_by_IDB_Lab__c,Used_by_IDB__c,Financial_Regulation__c,Institution_Sub_Type__c,Institution_Type__c,Legal_Name__c,ORP_Rating__c,ORP_Region__c,ORP_Used_by_ORP__c,DQ_Score__c,ORP_Business_Partner_Name__c,ORP_Id__c,IDB_isBucket__c,ORP_Academic_Type__c,PSR_FinancingFocus__c,PSR_FundStatus__c,PSR_IsFund__c,pbk__AUM__c,pbk__Active_Investors__c,pbk__Average_Volume__c,pbk__Business_Status__c,pbk__Company_Status__c,pbk__Currency__c,pbk__Date_of_Last_Round__c,pbk__Dry_Powder__c,pbk__Employees__c,pbk__Enterprise_Value__c,pbk__Exchange__c,pbk__FYE__c,pbk__Financing_Status__c,pbk__Firm_Sub_Type__c,pbk__Former_Name__c,pbk__Global_Region__c,pbk__Global_Sub_Region__c,pbk__High_52wk__c,pbk__Industries_All__c,pbk__Investor_Status__c,pbk__LTM_Annual_Revenue__c,pbk__LTM_Dividend_Yield__c,pbk__LTM_EBITDA__c,pbk__LTM_EBIT__c,pbk__LTM_EPS__c,pbk__LTM_Net_Income__c,pbk__LTM_Number_Of_Investments__c,pbk__LTM_P_E__c,pbk__Last_Inv_Date__c,pbk__Last_Inv_Lead_Partner_Email__c,pbk__Last_Inv_Lead_Partner_Phone__c,pbk__Last_Inv_Lead_Partner_Title__c,pbk__Last_Inv_Lead_Partner__c,pbk__Last_Inv_Location__c,pbk__Last_Inv_Name__c,pbk__Last_Inv_Primary_Industry__c,pbk__Last_Inv_Size__c,pbk__Last_Inv_Status__c,pbk__Last_Inv_Type__c,pbk__Last_Round_Size__c,pbk__Last_Round_Status__c,pbk__Last_Round_Type__c,pbk__Last_Round_Valuation__c,pbk__Last_Sync_Date__c,pbk__Low_52wk__c,pbk__Market_Cap__c,pbk__Number_Of_Active_Investments__c,pbk__Ownership_Status__c,pbk__PB_Notes__c,pbk__PitchBook_Industry_Code__c,pbk__PitchBook_Industry_Group__c,pbk__PitchBook_Industry_Sector__c,pbk__PitchBook_Industry__c,pbk__PitchBook_Link__c,pbk__PitchBook_Type__c,pbk__Preferred_Company_Valuation__c,pbk__Preferred_Deal_Size__c,pbk__Preferred_EBITDA__c,pbk__Preferred_EBIT__c,pbk__Preferred_Geographies__c,pbk__Preferred_Industries__c,pbk__Preferred_Investment_Amount__c,pbk__Preferred_Investment_Horizon__c,pbk__Preferred_Investment_Types__c,pbk__Preferred_Other__c,pbk__Preferred_Revenue__c,pbk__Preferred_Verticals__c,pbk__Primary_Contact_Email__c,pbk__Primary_Contact_Name__c,pbk__Primary_Contact_Phone__c,pbk__Primary_Contact_Title__c,pbk__Primary_US_Region__c,pbk__SIC__c,pbk__TTM_End__c,pbk__Ticker_Symbol__c,pbk__Total_Assets_FYE__c,pbk__Total_Debt_FYE__c,pbk__Total_Money_Raised__c,pbk__Verticals__c,pbk__Year_Founded__c,pbk__pbId__c,Instagram__c,Business_Model_Type__c,Errors
CELLMARK Inc. Groups of Companies,,,,"SE-404 39 Gothenburg, Sweden",,,,Jamaica,,JM,,,,,,,,United States,,US,,,,,,,www.cellmark.com,,,,,,,"The CellMark Group consists of 750 professionals with in-depth product and market knowledge and extensive, long-term relationships in the industries we serve. The company is privately held and owned by its employees and an outside corner investor, Ernström & Co., who helps us achieve our strategic objectives.",Low,,,,,,,,,true,Pending validation,,,,Private Sector,,,0,,,,,0,,,,false,Other,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,30,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Jamaica Accountability Meter Portal,,,,"24 Kensington Crescent, Kingston 5,",Kingston,,,Jamaica,,JM,,,,,,,,United States,,US,,,,,,,,,,,,,,This account measures accountability in the Government of Jamaica,Medium,,,,,,,,,true,Pending validation,,,,Private Sector,,,0,,,,,0,,,,false,Alliance,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,31,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
New Employment Opportunities for Youth in Jamaica,,,,"7 Harbour Street,",Kingston,Kingston,,Jamaica,JM01,JM,,,,,,,,United States,,US,,,,,,,,,,,,,,,,,,,,,,NEO,,true,Pending validation,,,,Private Sector,,,0,,,,,0,,,,false,Borrower,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,37,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Intellectual Property Exchange Caribbean,,,,,,,,Jamaica,,JM,,,,,,,,United States,,US,,,,8763232764,,,ipexchangecaribbean.org,,,,,,,,,,,,,,,,,true,Pending validation,,,,Private Sector,kayanne@ipexchangecaribbean.org,,0,,,,,0,,,,false,Other,,,,,,,,,,,,,,,,,,,true,false,,,,,,,false,36,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
JN Foundation,,,,32 1/2 Duke Street,Kingston,,,Jamaica,,JM,,,,,,,,United States,,US,,,,,,,,,,,,,,Executing Agency,,,,,,,,,,true,Pending validation,,,,Private Sector,,,0,,,,,0,,,,false,Other,,,,,,,,,,,,,,,,,,,true,false,,,,,,,false,31,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Seguros 123,,,,Av.Isabel La Católica N24-430 y Luis Cordero. Edificio RFS.  Centro de Negocios. Tercer Piso.,Quito,Pichincha,,Ecuador,ECP,EC,,,,Knowledge Economy,,,,United States,,US,,,,+59322525100,,,ecuador.seguros123.com,,,,,,,"Seguros123 es una empresa dedicada a ofrecer información ágil y efectiva sobre la oferta de seguros, sin tener que consultar en diferentes lugares y ahorrándose el trámite que esto implica, garantizando así los mejores resultados para elección del usuario.
Gracias a la tecnología de punta e innovadora que poseemos y al respaldado de nuestros colaboradores, ofrecemos una alternativa automatizada para encontrar la mejor oferta de seguros que se ajuste a las necesidades de cada asegurado.
Seguros123.com. Cotiza, Compara y Ahorra con las mejores aseguradoras en seguros123.com. Llama al 0991231238 o envía un correo a info@seguros123.com.
Horario de atención de lunes a viernes de 8:30 a 19:30 y sábado de 8:30 a 17:30.",,,,,,,,Seguros123,,true,Validated,,SME/MSME,Business,Private Sector,info@seguros123.com,,0,,,,,0,,,,false,Borrower,Poor/vulnerable/low income;Urban/periurban,PRIVATE,Small and Medium business,Business,Knowledge Economy,Knowledge-intensive Startups,AI and Learning Machine;Intelligent Location and GIS;IOT,,,,,,https://www.facebook.com/Seguros123,,,,,,true,true,,SME,Business,,,,false,67,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Technology: bad value for restricted picklist field: AI and Learning Machine:AI_Technology__c --
The Private Sector Organisation of Jamaica,,,,"39 Hope Road, P.O. Box 236, Kingston 10",Kingston,,,Jamaica,,JM,,,,,,,,United States,,US,,,,+8769786795,,,https://psoj.org,,,,,,,,,,,,,,JA-PSOJ JMD,PSOJ,,true,Pending validation,,,Civil Society / NGO,Private Sector,psojinfo@psoj.org,,0,,,,,0,,,,false,Other,,,,,,,,,,,,,,,,+8769786796,,,false,true,,,Non Profit / NGO,THE PRIVATE SECTOR ORGANIZATION OF JAMAICA,,,false,59,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Retiree,,,,,,,,Jamaica,,JM,,,,,,,,United States,,US,,,,,,,,,,,,,,,Medium,,,,,,,,,true,Pending validation,,,,Private Sector,,,0,,,,,0,,,,false,Other,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,17,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Private Sector:Public_Private_Sector_OLD__c --
Fundación para los Emprendimientos Gastronómicos y las Oportunidades Sostenibles,,,,Manabi,Manta,Manabí,,Ecuador,ECM,EC,,,,Knowledge Economy,,,,United States,,US,,,,+593 99 311 4151,,,http://fuegos.ec/en/home/,,,,,,,"organización de la sociedad civil que busca, tanto en Ecuador como en América Latina, que los emprendimientos gastronómicos se conviertan en un motor de transformación social que contribuyan con el desarrollo sostenible y la equidad en todas sus formas.",,,,,,,EC-FUEGOS,FUEGOS,,true,Validated,,,Foundation,Private Sector,info@fuegos.ec,,0,,,,,0,,,,false,Alliance,Entrepreneur;Poor/vulnerable/low income;Rural,PRIVATE,Foundation,Civil society,Knowledge Economy,Knowledge-intensive Startups,,,,,+593 98 813 6282,,https://www.facebook.com/fuegosec/,,,,,,true,true,,Foundation,Non Profit / NGO,FUNDACIÓN PARA LOS EMPRENDIMIENTOS GASTRONÓMICOS Y LAS OPORTUNIDADES SOSTENIBLES,,,false,61,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
Institute of Chartered Accountants of Jamaica,,,,"8 Ruthven Road, Kingston 10",Kingston,,,Jamaica,,JM,,,,,,,,United States,,US,,,,8769295869,,,www.icaj.org,,,,,,,"Formed in Jamaica on January 18, 1965, the Institute of Chartered Accountants of Jamaica (ICAJ) was incorporated under the Public Accountancy Act (PAA) 1968. The PAA regulates the Accountancy profession in Jamaica as well as the use of Accountancy designations, CA and FCA.

The Institute has two (2) main categories of members designated Chartered Accountants:

Those in Public Practice.Those Not in Public Practice

The objectives of the Institute are to:

Promote and increase the knowledge, skill and proficiency of its members and students
Regulate the discipline and professional conduct of its members and students
Promote and protect the welfare and interest of the Institute and the Accountancy profession, both in Jamaica and abroad
Make provision for the training, education and examination of persons engaging or intending to engage in the profession
Do all such things as are incidental to realizing the objectives of the profession",,,,,,,,ICAJ,,true,Pending validation,,,Financial Institution,,servicesdept@icaj.org,,0,,,,,0,,,,false,Other,,,,,,,,,,,,,,,,,,,false,true,,,Financial,,,,false,58,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Girls in Tech,,,,NA,San Francisco,California,,United States,CA,US,,,,Knowledge Economy,,,,United States,,US,,,,,,,https://chile.girlsintech.org/,,,,,,,"Giirls in Tech is the world’s largest women in tech organization with 61,764 members in 32 countries, six continents and over 1 million followers on social media. Since our founding in 2007, over 10,000 women have attended our Catalyst Conference. We have funded, mentored and supported over 5,000 entrepreneurs through AMPLIFY, our startup pitch competition. Our coding, design, and startup Bootcamps have garnered over 65,000 participants. Our online learning platform, the Global Classroom has taught over 25,000 students how to develop websites and print in 3D. And lastly, our Hackathon series has attracted 125,000 participants to solve local and global problems. We’re always innovating and creating new programs to respond to the local and global needs of our Girls in Tech members.",,,,,,,,Girls In Tech,,true,Pending validation,,,Foundation,Private Sector,chile@girlsintech.org,,0,,,,,0,,,,false,Alliance,Entrepreneur;Women;Urban/periurban,PRIVATE,Foundation,Civil society,Knowledge Economy,Entrepreneurship Ecosystem Developers,AI and Learning Machine;A/V Reality;IOT,,,,,,https://www.facebook.com/GirlsInTech,https://www.linkedin.com/company/girlsintec/,,,,@GirlsinTechCL,true,true,,Foundation,Non Profit / NGO,,,,false,66,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Technology: bad value for restricted picklist field: AI and Learning Machine:AI_Technology__c --
Financial Services Commision,,,,,,,,Jamaica,,JM,,,,,,,,United States,,US,,,,,,,,,,,,,,,,,,,,,,,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,,,,,,false,14,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Pata de Gallo,,,,"Oswaldo Guayasamín E5-25 y Siena; Cumbayá. La Tejedora, Distrito Creativo. Bloque B, #208",Quito,Pichincha,,Ecuador,ECP,EC,,,,Knowledge Economy,,,,United States,,US,,,,+593 98742 9595,,,www.patadegallo.space,,,,,,,"Somos un espacio de diseño multidisciplinar, dedicado a la arquitectura y diseño. Nuestras propuestas disruptivas dotan a los proyectos de una personalidad e identidad propia.

Nuestra práctica en diseño se concibe en distintas escalas, con la capacidad de resolver lo que puede suceder en un producto, espacio, cluster, distrito, ciudad. Nuestras soluciones son sensibles con las distintas redes de producción, para que de forma conjunta, podamos visionar formas diversas, empáticas y sustentables sobre el lugar en que habitamos.

Parte de nuestra esencia es nuestro laboratorio in-house llamado Fabricatorio, para investigación, desarrollo y generación de prototipos.",,,,,,,,Pata de Gallo,,true,Validated,,Consulting Firm,Business,,patadegallo.colectivo@gmail.com,,0,,,,,0,,,,false,Alliance,Entrepreneur,PRIVATE,Start-up,Business,Knowledge Economy,Entrepreneurship Ecosystem Developers,,,,,,,https://www.facebook.com/patadegallo.colectivo/,,,,,,true,true,,,Business,,,,false,61,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
Japan International Cooperation Agency,,,,,,,,Jamaica,,JM,,,,,,,,United States,,US,,,,,,,,,,,,,,,Medium,,,,,,,JICA,,true,Pending validation,,,Diplomatic Representation,Mixed,,,0,,,,,0,,,,false,Alliance,,,,,,,,,,,,,,,,,,,false,true,,,Diplomatic,,,,false,25,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Mixed:Public_Private_Sector_OLD__c --
BANCO NACIONAL DE COMERCIO EXTERIOR,,,,,Ciudad de México,Mexico City,14210,Mexico,DF,MX,,,,,,,,United States,,US,,,,+525554499000,,,https://www.bancomext.com/,,,,,,,"El Banco Nacional de Comercio Exterior S.N.C. (Bancomext) tiene por objeto contribuir al desarrollo y generación de empleo en México, por medio del financiamiento al comercio exterior mexicano y opera mediante el otorgamiento de créditos y garantías, de forma directa o mediante la banca comercial y los intermediarios financieros no bancarios, a fin de que las empresas mexicanas aumenten su productividad y competitividad.",,,,,,,ME-BANCOMEX,BANCOMEXT,,true,Validated,,National,Government,Public Sector,bancomext@bancomext.gob.mx,,0,,,,,0,,,,false,,,,,,,,,,,,,,https://www.facebook.com/bancomext/,https://www.linkedin.com/company/banco-nacional-de-comercio-exterior-s-n-c--bancomext-/,,,,@bancomext,false,true,,National,Financial,"BANCO NACIONAL DE COMERCIO EXTERIOR, SNC",,,false,65,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: National:Institution_Sub_Type__c --
Banco Nacional de Obras y servicios públicos SNC,,,,TECOYOTITLA 11 COL.FLORIDA FLOOR 3 01030 MEXICO DF,CIUDAD DE MEXICO,,,Mexico,,MX,,,,,,,,United States,,US,,,,,,,,,,,,,,"Financiar o refinanciar proyectos de inversión pública o privada en infraestructura y servicios públicos, así como coadyuvar al fortalecimiento institucional de los gobiernos federal, estatal y municipal, con el propósito de contribuir al desarrollo sustentable del país.",,,,,,,ME-XBNOMXB,,,true,Pending validation,,,Government,,,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,,false,true,,,Government,,,,false,35,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
SECRETARÍA DE DESARROLLO AGRARIO,,,,,CIUDAD DE MEXICO,Mexico State,4470,Mexico,ME,MX,,,,,,,,United States,,US,,,,(55) 5642 0000,(55) 5643 0000,,,,,,,,,,,,,,,,ME-SEDATU,,,true,Validated,,,Government,,,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,,false,false,,,Government,"SECRETARÍA DE DESARROLLO AGRARIO, TERRIRORIAL Y URBANO",,,false,41,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
SECRETARIA DE ENERGIA,,,,AV. DE LOS INSURGENTES SUR 890,CIUDAD DE MEXICO,Mexico City,31000,Mexico,DF,MX,,,,,,,,United States,,US,,,,+52 55 5000 6000,,,www.gob.mx/sener,,,,,,,"Encargada de diseñar, planear, ejecutar y coordinar las politicas públicas en materia de energía.",,,,,,,ME-SENER,SENER,,true,Validated,,Ministry / Secretariat,Government,Public Sector,,,0,,,,,0,,,,false,Borrower,,,,,,,,,,,,,,,,,,,false,true,,National,Government,SECRETARIA DE ENERGIA,,,false,53,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Cámara de Comercio Uruguayo-Británica,,,,1641/202 Avenida Libertador Brigadier General Juan Antonio Lavalleja,Montevideo,,11100,Uruguay,,UY,,,,,,,,United States,,US,,,,+598 2 9080349,,,http://www.camurbri.com.uy,,,,,,,,,,,,,,,,,true,Pending validation,,Business Association/Chamber,Business,Private Sector,info@camurbri.com.uy,,0,,,,,0,,,,false,Other,,,,,,,,,,,,,,,,,,,false,true,,,Trade Associations and Unions,,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
MINISTERIO DE SALUD,,,,AV. 9 DE JULIO 1925 ,CIUDAD AUTÓNOMA DE BUENOS AIRES,Buenos Aires,C1073ABA,Argentina,ARB,AR,,,,,,,,United States,,US,,,,5.41E+11,,,https://www.argentina.gob.ar/salud,,,,,,,,,,,,,,AR-MSAL,,,true,Validated,,State / Province,Government,Public Sector,consultas@msal.gov.ar,,0,,,,,0,,,,false,,,,,,,,,,,,,,,,,,,@msalnacion,false,true,,State / Province,Government,MINISTERIO DE SALUD,,,false,64,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUPLICATES_DETECTED:You are creating a duplicate record. We recommend you use an existing record instead.:--
Vikua,,,,Avenida La Estancia,Caracas,,1064,Venezuela,,VE,,,,Inclusive Cities,,,,,,,,,,+582123195850,,,www.vikua.com,,,,,,,,,,,,,,,,,true,Pending validation,,,,,contacto@vikua.com,,0,,,,,0,,,,false,,Urban/periurban,PRIVATE,Start-up,Business,Inclusive Cities,Knowledge-intensive Startups,AI and Learning Machine;IOT,,,,,Investee,,,,,,,true,false,,Start-up,Business,,,,false,57,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Technology: bad value for restricted picklist field: AI and Learning Machine:AI_Technology__c --
PLATZI SAS,,,,CALLE 72 # 9 - 55,BOGOTA,Distrito Capital de Bogotá,,Colombia,CODC,CO,,,,Knowledge Economy,,,,,,,,,,+14158940755,,,https://courses.platzi.com/,,,,,,,,,,,,,,CO-PLATZI,,,true,Pending validation,,,,,team@platzi.com,,0,,,,,0,,,,false,,,PRIVATE,Start-up,Business,Knowledge Economy,,,,,,,,,,,,,,true,false,,Start-up,Business,PLATZI SAS,,,false,60,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
Talk2U,,,,Buenos Aires,Buenos Aires,Buenos Aires,,Argentina,ARB,AR,,,,Inclusive Cities,,,,,,,,,,,,,https://talk2u.org/,,,,,,,,,,,,,,,,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,,PRIVATE,Start-up,Business,Inclusive Cities,,AI and Learning Machine,,,,,Technical Partner,,,,,,,true,false,,Start-up,Business,,,,false,46,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:Technology: bad value for restricted picklist field: AI and Learning Machine:AI_Technology__c --
Stanford University,,,,1265 Welch Road,Stanford,California,94305,United States,CA,US,,,,Knowledge Economy,,,,,,,,,,1-650-723-2300,,,http://stanford.edu,,,,,,,,,,,,,,US-STANFORD,,,true,Pending validation,,,,,,,0,,,,,0,,,,false,,,PRIVATE,,University or education institution,Knowledge Economy,,Biotech and biosecurity,,,,,Technical Partner,,,,,,,true,false,,University,Academic,STANFORD UNIVERSITY,,,false,54,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
eMerge Americas,,,,Miami,Miami,Florida,,United States,FL,US,,,,Knowledge Economy,,,,,,,,,,,,,https://emergeamericas.com/,,,,,,,,,,,,,,,,,true,Pending validation,,,,,info@emergeamericas.org,,0,,,,,0,,,,false,,Entrepreneur,PRIVATE,Business association or chamber,Business,Knowledge Economy,,,,,,,Event Sponsor,,,,,,,true,false,,,Trade Associations and Unions,,,,false,53,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
Everis España,,,,Manoteras 52,Madrid,,28050,Spain,,ES,,,,Knowledge Economy,,,,,,,,,,+34917490712,,,https://www.everis.com/spain/es/home-1,,,,,,,"Consultoría, transformación, technología and operaciones.  Everis an NTT DATA Company se dedica a la consultoría y outsourcing abarcando todos los sectores del ámbito económico, llegando a facturar en el último ejercicio fiscal cerca de 1.43 millones de euros. Cuentan con  24.500 profesionales repartidos por Europa, USA y Latinoamérica.
En 2014 se unió al grupo NTT DATA, la sexta empresa de servicios IT del mundo, con 100.000 profesionales y presencia en Asia-Pacífico, Oriente Medio, Europa, Latinoamérica y Norteamérica.",,,,,,,,EVERIS,,true,Validated,,Consulting Firm,Business,Private Sector,roberto.fernandez.hergueta@everis.com,,0,,,,,0,,,,false,Supplier,Entrepreneur;Poor/vulnerable/low income,PRIVATE,Large national business,Business,Knowledge Economy,,,,,,,Co-financer,,,,,,,true,true,,Large Enterprise,Business,,,,false,61,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Knowledge Economy:AI_Area__c --
